CHEMICAL_ID,COMP_ID,                               Group   HMDB_ID,                               Sample   HMDB_ID,BIOCHEMICAL,CAS,CHEMSPIDER,KEGG,MASS,PATHWAY_SORTORDER,PLATFORM,PUBCHEM,RI,SUB_PATHWAY,SUPER_PATHWAY,COMMENT
100001743,37097,HMDB61115,,tryptophan betaine,20671-76-5,390633.0,C09213,247.14411,206.0,LC/MS Pos Early,442106.0,2673.0,Tryptophan Metabolism,Amino Acid,tryptophan betaine
100006092,48408,HMDB06409,,tyramine O-sulfate,30223-92-8,134849.0,,216.0336,176.0,LC/MS Neg,153005.0,1565.0,Tyrosine Metabolism,Amino Acid,tyramine O-sulfate
815,1299,HMDB00158,,tyrosine,60-18-4,5833.0,C00082,182.08117,125.0,LC/MS Pos Early,6057.0,2430.0,Tyrosine Metabolism,Amino Acid,tyrosine
100006282,48674,,,umbelliferone sulfate,69526-88-1,114800.0,,240.98122999999998,3967.0,LC/MS Neg,129659.0,2440.0,Food Component/Plant,Xenobiotics,umbelliferone sulfate
100001617,42395,HMDB00888,,undecanedioate,1852-04-6,15037.0,,215.12887999999998,1270.0,LC/MS Neg,15816.0,2440.0,"Fatty Acid, Dicarboxylate",Lipid,undecanedioate
825,605,HMDB00300,,uracil,66-22-8,1141.0,C00106,111.02,3318.0,LC/MS Polar,1174.0,1089.7,"Pyrimidine Metabolism, Uracil containing",Nucleotide,uracil
1134,1604,HMDB00289,,urate,69-93-2;120K5305,,C00366,167.02106,3237.0,LC/MS Neg,1175.0,757.1,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Nucleotide,urate
533,1670,HMDB00294,,urea,57-13-6,1143.0,C00086,121.07201,348.0,LC/MS Pos Early,1176.0,700.0,Urea cycle; Arginine and Proline Metabolism,Amino Acid,urea
535,606,HMDB00296,,uridine,58-96-8,5807.0,C00299,243.06226,3317.0,LC/MS Neg,6029.0,1457.6,"Pyrimidine Metabolism, Uracil containing",Nucleotide,uridine
1135,1605,HMDB00946,,ursodeoxycholate,128-13-2,29131.0,C07880,391.28538,2632.0,LC/MS Neg,31401.0,5055.0,Secondary Bile Acid Metabolism,Lipid,ursodeoxycholate
1136,33443,HMDB00892,,valerate,109-52-4,7701.0,C00803,101.0608,1110.0,LC/MS Neg,7991.0,1718.0,Short Chain Fatty Acid,Lipid,valerate
566,1649,HMDB00883,,valine,72-18-4,6050.0,C00183,118.08626000000001,298.0,LC/MS Pos Early,6287.0,2479.0,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,valine
100006232,48566,,,valsartan,137862-53-4,5448.0,,434.21975999999995,4350.0,LC/MS Neg,5650.0,4228.0,Drug,Xenobiotics,valsartan
100006129,54910,HMDB00913,,vanillactate,2475-56-1,141152.0,,211.06118999999998,150.0,LC/MS Neg,160637.0,1625.0,Tyrosine Metabolism,Amino Acid,vanillactate
100006125,48733,,,vanillic alcohol sulfate,754920-02-0,,,233.01252999999997,178.0,LC/MS Neg,,1808.0,Tyrosine Metabolism,Amino Acid,vanillic alcohol sulfate
1111,1567,HMDB00291,,vanillylmandelate (VMA),55-10-7,1207.0,C05584,197.04555,151.0,LC/MS Neg,1245.0,941.0,Tyrosine Metabolism,Amino Acid,vanillylmandelate (VMA)
100002807,38623,HMDB05016,,venlafaxine,93413-69-5,5454.0,C07187,278.21146,4324.0,LC/MS Pos Late,5656.0,848.0,Drug,Xenobiotics,venlafaxine
100004175,43335,HMDB01935,,warfarin,5543-57-7,,C01541,309.11214,4328.0,LC/MS Pos Late,,1096.0,Drug,Xenobiotics,warfarin
1004,3147,HMDB00292,,xanthine,69-89-6,1151.0,C00385,151.02615,3229.0,LC/MS Polar,1188.0,2023.0,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Nucleotide,xanthine
100000299,15136,HMDB00299,,xanthosine,146-80-5,58484.0,C01762,283.0684,3231.0,LC/MS Neg,64959.0,1075.0,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Nucleotide,xanthosine
100000015,15679,HMDB00881,,xanthurenate,59-007,5497.0,C02470,204.03023000000002,218.0,LC/MS Neg,5699.0,1476.0,Tryptophan Metabolism,Amino Acid,xanthurenate
100015836,57517,,,ximenoylcarnitine (C26:1)*,,,,538.4829900000001,1391.0,LC/MS Pos Late,,1607.0,Fatty Acid Metabolism(Acyl Carnitine),Lipid,ximenoylcarnitine (C26:1)*
826,15581,HMDB00098,,xylose,609-06-3,85957.0,C00181,195.05103,918.0,LC/MS Polar,135191.0,1727.0,Pentose Metabolism,Carbohydrate,xylose
X - 01911,46459,,,glucuronide of piperine metabolite C17H21NO3 (4)*,,,,462.17747,,LC/MS Neg,,3991.0,Food Component/Plant,Xenobiotics,X - 01911
X - 07765,46590,,,X - 07765,,,,245.04837999999998,,LC/MS Neg,,3698.0,,,X - 07765
X - 11261,32578,,,"cis-3,4-methyleneheptanoyl carnitine",,,,286.20079,,LC/MS Pos Late,,870.0,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",Lipid,X - 11261
X - 11299,46592,,,X - 11299,,,,507.22222999999997,,LC/MS Neg,,4886.0,,,X - 11299
X - 11308,46390,,,X - 11308,,,,365.2704,,LC/MS Neg,,5163.0,,,X - 11308
X - 11315,49592,,,X - 11315,,,,128.07154,,LC/MS Neg,,1157.0,,,elucidation in progress; may be an amino acid derivative
X - 11372,46594,,,X - 11372,,,,467.37300999999997,,LC/MS Neg,,5319.0,,,X - 11372
X - 11378,46595,,,X - 11378,,,,445.33055999999993,,LC/MS Neg,,5343.0,,,X - 11378
X - 11381,32698,,,X - 11381,,,,186.11234,,LC/MS Pos Early,,2331.0,,,X - 11381
X - 11407,46596,,,X - 11407,,,,186.11303,,LC/MS Neg,,2108.0,,,X - 11407
X - 11441,46360,,,"bilirubin degradation product, C17H20N2O5 (1)**",,,,331.13075,,LC/MS Neg,,3755.8,Partially Characterized Molecules,Partially Characterized Molecules,X - 11441
X - 11442,46443,,,"bilirubin degradation product, C17H20N2O5 (2)**",,,,331.13042,,LC/MS Neg,,3890.0,Partially Characterized Molecules,Partially Characterized Molecules,X - 11442
X - 11444,46460,,,X - 11444,,,,541.2652099999999,,LC/MS Neg,,3972.0,,,X - 11444
X - 11470,46601,,,X - 11470,,,,525.27057,,LC/MS Neg,,4151.0,,,X - 11470
X - 11478,46602,,,X - 11478,,,,165.09214,,LC/MS Neg,,4285.0,,,X - 11478
X - 11483,47650,,,X - 11483,,,,505.20824000000005,,LC/MS Neg,,4449.0,,,X - 11483
X - 11485,47901,,,X - 11485,,,,378.1026,,LC/MS Neg,,4485.0,,,X - 11485
X - 11491,47651,,,deoxycholic acid glucuronide,,,,567.31879,,LC/MS Neg,,4819.0,Secondary Bile Acid Metabolism,Lipid,X - 11491
X - 11522,46914,,,"bilirubin degradation product, C17H18N2O4 (2)**",,,,313.11967999999996,,LC/MS Neg,,4760.0,Partially Characterized Molecules,Partially Characterized Molecules,X - 11522
X - 11530,46603,,,"bilirubin degradation product, C17H18N2O4 (3)**",,,,313.1196,,LC/MS Neg,,4892.0,Partially Characterized Molecules,Partially Characterized Molecules,X - 11530
X - 11593,47653,,,X - 11593,,,,189.04066,,LC/MS Neg,,764.0,,,X - 11593
X - 11640,47497,,,X - 11640,,,,377.07052000000004,,LC/MS Neg,,3769.0,,,has been named for enterolactone sulfate as of earlier this month
X - 11787,33132,,,X - 11787,,,,148.09678,,LC/MS Pos Early,,2319.0,,,X - 11787
X - 11795,33140,,,X - 11795,,,,148.09681,,LC/MS Pos Early,,2590.0,,,X - 11795
X - 11843,46466,,,X - 11843,,,,230.01297999999997,,LC/MS Neg,,2674.6,,,candidate structure is an aromatic amino acid related metabolite
X - 11847,46488,,,X - 11847,,,,259.00976,,LC/MS Neg,,3087.0,,,X - 11847
X - 11849,46607,,,X - 11849,,,,266.01788,,LC/MS Neg,,3215.0,,,X - 11849
X - 11850,46507,,,X - 11850,,,,226.01821,,LC/MS Neg,,3176.0,,,candidate structure is an aromatic amino acid related metabolite
X - 11852,46521,,,X - 11852,,,,232.9949,,LC/MS Neg,,3277.6,,,X - 11852
X - 11858,47654,,,X - 11858,,,,437.0555,,LC/MS Neg,,4414.0,,,X - 11858
X - 11880,46608,,,X - 11880,,,,537.41568,,LC/MS Neg,,5341.0,,,X - 11880
X - 12007,46610,,,X - 12007,,,,222.99201000000002,,LC/MS Neg,,1357.0,,,X - 12007
X - 12013,46611,,,X - 12013,,,,242.01316,,LC/MS Neg,,2066.0,,,X - 12013
X - 12015,47390,,,X - 12015,,,,216.08803999999998,,LC/MS Neg,,1296.0,,,X - 12015
X - 12026,47905,,,X - 12026,,,,180.05307,,LC/MS Neg,,1652.0,,,X - 12026
X - 12063,46588,,,metabolonic lactone sulfate,,,,427.21441,,LC/MS Neg,,4800.0,Partially Characterized Molecules,Partially Characterized Molecules,X - 12063
X - 12096,47686,,,X - 12096,,,,174.12371000000002,,LC/MS Pos Early,,2448.0,,,X - 12096
X - 12100,47687,,,X - 12100,,,,221.09193,,LC/MS Pos Early,,2650.0,,,X - 12100
X - 12101,47642,,,X - 12101,,,,164.07386,,LC/MS Pos Early,,2700.0,,,X - 12101
X - 12104,52597,,,X - 12104,,,,269.0773,,LC/MS Neg,,1763.0,,,X - 12104
X - 12112,47690,,,X - 12112,,,,142.0862,,LC/MS Pos Early,,950.0,,,X - 12112
X - 12117,47695,,,X - 12117,,,,204.13397,,LC/MS Pos Early,,2366.0,,,X - 12117
X - 12126,46966,,,X - 12126,,,,324.0739,,LC/MS Neg,,1205.0,,,candidate structure is an aromatic amino acid related metabolite
X - 12127,47702,,,X - 12127,,,,226.08171000000002,,LC/MS Pos Early,,2160.0,,,X - 12127
X - 12193,46985,,,X - 12193,,,,201.11401999999998,,LC/MS Neg,,2360.0,,,X - 12193
X - 12206,46612,,,ascorbic acid 3-sulfate*,,,,254.9816,,LC/MS Neg,,622.0,Ascorbate and Aldarate Metabolism,Cofactors and Vitamins,X - 12206
X - 12212,46358,,,4-allylcatechol sulfate,,,,229.01792999999998,,LC/MS Neg,,3597.7,Benzoate Metabolism,Xenobiotics,X - 12212
X - 12216,46613,,,X - 12216,,,,227.99742999999998,,LC/MS Neg,,1691.0,,,candidate structure is an aromatic amino acid related metabolite
X - 12221,47911,,,X - 12221,,,,203.99752,,LC/MS Neg,,1467.0,,,X - 12221
X - 12230,46614,,,4-ethylcatechol sulfate,,,,217.01767999999998,,LC/MS Neg,,3346.0,Benzoate Metabolism,Xenobiotics,4-ethylcatechol sulfate
X - 12261,47657,,,X - 12261,,,,258.00799,,LC/MS Neg,,1853.0,,,candidate structure is an aromatic amino acid related metabolite
X - 12263,47915,,,X - 12263,,,,275.0234,,LC/MS Neg,,1372.0,,,X - 12263
X - 12283,47708,,,X - 12283,,,,245.09167000000002,,LC/MS Pos Early,,2646.0,,,candidate structure is an aromatic amino acid related metabolite
X - 12306,47917,,,X - 12306,,,,247.02846,,LC/MS Neg,,2350.0,,,X - 12306
X - 12329,47659,,,3-hydroxy-2-methylpyridine sulfate,,,,188.00252,,LC/MS Neg,,1854.0,Chemical,Xenobiotics,X - 12329
X - 12407,46615,,,X - 12407,,,,204.98126000000002,,LC/MS Neg,,1873.0,,,X - 12407
X - 12410,47921,,,X - 12410,,,,274.03936,,LC/MS Neg,,2086.0,,,X - 12410
X - 12411,46616,,,X - 12411,,,,195.03345,,LC/MS Neg,,1037.0,,,X - 12411
X - 12456,47639,,,X - 12456,,,,427.21649,,LC/MS Neg,,4342.0,,,X - 12456
X - 12462,46620,,,X - 12462,,,,148.04271,,LC/MS Pos Early,,1790.0,,,X - 12462
X - 12472,46628,,,glutamine conjugate of C6H10O2 (2)*,,,,241.11935,,LC/MS Neg,,2528.0,Partially Characterized Molecules,Partially Characterized Molecules,X - 12472
X - 12524,46621,,,"2,4-di-tert-butylphenol",,,,205.1599,,LC/MS Neg,,5780.0,Chemical,Xenobiotics,X - 12524
X - 12543,47922,,,X - 12543,,,,181.05098,,LC/MS Neg,,1409.0,,,X - 12543
X - 12544,46510,,,X - 12544,,,,209.0822,,LC/MS Neg,,3166.9,,,X - 12544
X - 12565,47435,,,X - 12565,,,,254.1611,,LC/MS Pos Early,,2514.0,,,X - 12565
X - 12680,47437,,,X - 12680,,,,229.12925,,LC/MS Pos Early,,2875.0,,,X - 12680
X - 12701,46962,,,X - 12701,,,,319.06833,,LC/MS Neg,,1050.0,,,X - 12701
X - 12712,47931,,,X - 12712,,,,218.99722999999997,,LC/MS Neg,,1644.0,,,X - 12712
X - 12714,46318,,,X - 12714,,,,303.07259,,LC/MS Neg,,1617.0,,,X - 12714
X - 12718,46973,,,X - 12718,,,,324.07389,,LC/MS Neg,,1750.0,,,candidate structure is an aromatic amino acid related metabolite
X - 12726,47936,,,X - 12726,,,,233.01287000000002,,LC/MS Neg,,1942.0,,,X - 12726
X - 12729,46623,,,X - 12729,,,,227.99726,,LC/MS Neg,,2021.0,,,X - 12729
X - 12730,47937,,,X - 12730,,,,203.99736000000001,,LC/MS Neg,,2048.0,,,X - 12730
X - 12731,47938,,,X - 12731,,,,238.96937999999997,,LC/MS Neg,,2040.0,,,X - 12731
X - 12738,47940,,,X - 12738,,,,230.99722999999997,,LC/MS Neg,,2389.0,,,candidate structure is phenol-related
X - 12739,46626,,,glutamine conjugate of C6H10O2 (1)*,,,,241.11945,,LC/MS Neg,,2406.0,Partially Characterized Molecules,Partially Characterized Molecules,X - 12739
X - 12740,46627,,,X - 12740,,,,287.02329,,LC/MS Neg,,2497.0,,,X - 12740
X - 12753,47723,,,X - 12753,,,,220.0636,,LC/MS Pos Early,,1422.0,,,X - 12753
X - 12798,46624,,,X - 12798,,,,240.10168,,LC/MS Pos Early,,2011.0,,,X - 12798
X - 12812,46986,,,X - 12812,,,,208.06229,,LC/MS Neg,,2435.0,,,X - 12812
X - 12816,46630,,,X - 12816,,,,495.22373,,LC/MS Neg,,2700.0,,,X - 12816
X - 12818,47943,,,X - 12818,,,,263.02322999999996,,LC/MS Neg,,2695.0,,,X - 12818
X - 12820,47944,,,X - 12820,,,,405.17752,,LC/MS Neg,,2712.0,,,X - 12820
X - 12822,46997,,,X - 12822,,,,389.09281,,LC/MS Neg,,2790.0,,,X - 12822
X - 12830,47662,,,X - 12830,,,,372.11277,,LC/MS Neg,,3197.0,,,X - 12830
X - 12831,47948,,,X - 12831,,,,433.20883,,LC/MS Neg,,3209.0,,,X - 12831
X - 12837,47010,,,glucuronide of C19H28O4 (2)*,,,,495.22503,,LC/MS Neg,,3615.0,,,X - 12837
X - 12839,47014,,,X - 12839,,,,269.15155,,LC/MS Neg,,3895.0,,,X - 12839
X - 12844,46633,,,X - 12844,,,,539.2493599999999,,LC/MS Neg,,4185.0,,,X - 12844
X - 12846,46634,,,11beta-hydroxyandrosterone glucuronide,,,,481.24348,,LC/MS Neg,,4228.0,Androgenic Steroids,Lipid,X - 12846
X - 12847,46364,,,X - 12847,,,,227.03877999999997,,LC/MS Neg,,4247.0,,,X - 12847
X - 12849,46636,,,X - 12849,,,,331.17616,,LC/MS Neg,,4696.0,,,X - 12849
X - 12851,46639,,,X - 12851,,,,311.66577,,LC/MS Neg,,4844.0,,,X - 12851
X - 12879,47954,,,X - 12879,,,,147.06658000000002,,LC/MS Neg,,1115.0,,,X - 12879
X - 12906,47955,,,X - 12906,,,,158.04616000000001,,LC/MS Neg,,793.0,,,X - 12906
X - 13007,47203,,,X - 13007,,,,329.2338,,LC/MS Neg,,4597.0,,,X - 13007
X - 13255,47957,,,X - 13255,,,,367.10451,,LC/MS Neg,,2203.0,,,X - 13255
X - 13431,47788,,,X - 13431,,,,302.23215,,LC/MS Pos Late,,1015.0,,,X - 13431
X - 13435,46733,,,3-decenoylcarnitine,,,,314.23187,,LC/MS Pos Late,,1095.0,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",Lipid,X - 13435
X - 13553,47959,,,X - 13553,,,,263.02335,,LC/MS Neg,,1407.0,,,X - 13553
X - 13658,47664,,,X - 13658,,,,253.08315,,LC/MS Neg,,4643.0,,,X - 13658
X - 13684,47790,,,X - 13684,,,,242.01472,,LC/MS Pos Early,,1642.0,,,X - 13684
X - 13703,47963,,,X - 13703,,,,367.10419,,LC/MS Neg,,2144.0,,,X - 13703
X - 13723,47965,,,X - 13723,,,,211.0616,,LC/MS Neg,,1309.0,,,X - 13723
X - 13728,46645,,,X - 13728,,,,197.0682,,LC/MS Neg,,1589.0,,,X - 13728
X - 13729,47971,,,X - 13729,,,,241.97681,,LC/MS Neg,,1745.0,,,X - 13729
X - 13737,47441,,,(S)-a-Amino-omega-caprolactam,,,,129.10237,,LC/MS Pos Early,,2332.0,Food Component/Plant,Xenobiotics,X - 13737
X - 13835,46646,,,1-methyl-5-imidazolelactate,,,,169.06176000000002,,LC/MS Neg,,1017.0,Histidine Metabolism,Amino Acid,candidate structure is an aromatic amino acid related metabolite
X - 13844,47977,,,X - 13844,,,,209.05715,,LC/MS Neg,,1442.0,,,candidate structur is a benzoic acid derivative
X - 13846,47978,,,X - 13846,,,,301.05692,,LC/MS Neg,,1433.0,,,X - 13846
X - 13866,46417,,,X - 13866,,,,253.1083,,LC/MS Neg,,2417.8,,,X - 13866
X - 14056,46632,,,X - 14056,,,,192.03253999999998,,LC/MS Pos Early,,810.0,,,X - 14056
X - 14082,47984,,,X - 14082,,,,511.25547,,LC/MS Neg,,4501.0,,,X - 14082
X - 14095,47211,,,X - 14095,,,,199.07265,,LC/MS Neg,,1007.0,,,X - 14095
X - 14096,47212,,,X - 14096,,,,229.08316000000002,,LC/MS Neg,,1021.0,,,X - 14096
X - 14314,47225,,,X - 14314,,,,241.11956,,LC/MS Neg,,2273.0,,,X - 14314
X - 14364,46463,,,X - 14364,,,,275.10387000000003,,LC/MS Neg,,2590.0,,,X - 14364
X - 14662,46656,,,glycoursodeoxycholate sulfate (1),,,,263.62827000000004,,LC/MS Neg,,4336.0,Secondary Bile Acid Metabolism,Lipid,X - 14662
X - 14904,47204,,,X - 14904,,,,329.23382000000004,,LC/MS Neg,,4543.0,,,X - 14904
X - 14939,46657,,,X - 14939,,,,165.09226999999998,,LC/MS Neg,,4353.0,,,X - 14939
X - 15220,46658,,,X - 15220,,,,274.11199,,LC/MS Neg,,2662.0,,,X - 15220
X - 15245,46661,,,X - 15245,,,,233.03033,,LC/MS Neg,,568.0,,,X - 15245
X - 15461,46283,,,X - 15461,,,,160.09714,,LC/MS Pos Early,,1624.0,,,X - 15461
X - 15469,46640,,,3-hydroxyoctanoylcarnitine (1),,,,304.21159,,LC/MS Pos Late,,785.0,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",Lipid,X - 15469
X - 15486,46266,,,X - 15486,,,,269.15088,,LC/MS Neg,,3629.0,,,X - 15486
X - 15492,46662,,,tetrahydrocortisol glucuronide,,,,541.2647400000001,,LC/MS Neg,,4678.0,Corticosteroids,Lipid,X - 15492
X - 15503,46977,,,X - 15503,,,,193.06255,,LC/MS Neg,,1845.0,,,X - 15503
X - 15666,47800,,,oxindolylalanine,,,,221.09172,,LC/MS Pos Early,,2755.0,Tryptophan Metabolism,Amino Acid,X - 15666
X - 15674,46665,,,X - 15674,,,,187.02497,,LC/MS Neg,,1362.0,,,X - 15674
X - 15728,46666,,,X - 15728,,,,231.0334,,LC/MS Neg,,3976.0,,,X - 15728
X - 16087,47988,,,X - 16087,,,,443.1566,,LC/MS Neg,,4143.0,,,X - 16087
X - 16124,46461,,,X - 16124,,,,203.0022,,LC/MS Neg,,2563.6,,,X - 16124
X - 16132,46644,,,Fibrinopeptide B (1-9)**,,,,472.68352000000004,,LC/MS Pos Early,,1639.0,Fibrinogen Cleavage Peptide,Peptide,X - 16132
X - 16397,47802,,,X - 16397,,,,248.09478,,LC/MS Pos Early,,2809.0,,,X - 16397
X - 16570,47013,,,"cis-3,4-methyleneheptanoyl glycine",,,,198.11432,,LC/MS Neg,,3765.0,Fatty Acid Metabolism (Acyl Glycine),Lipid,X - 16570
X - 16576,46673,,,X - 16576,,,,167.10791,,LC/MS Neg,,4496.0,,,X - 16576
X - 16580,47804,,,X - 16580,,,,222.07914,,LC/MS Pos Early,,2537.0,,,X - 16580
X - 16654,46677,,,deoxycholic acid 12-sulfate*,,,,235.11762000000002,,LC/MS Neg,,4598.0,Secondary Bile Acid Metabolism,Lipid,X - 16654
X - 16935,46681,,,X - 16935,,,,447.27565,,LC/MS Neg,,4471.0,,,X - 16935
X - 16938,46511,,,X - 16938,,,,233.10317,,LC/MS Neg,,2000.0,,,X - 16938
X - 16944,46683,,,"cis-3,4-methyleneheptanoate",,,,141.09233,,LC/MS Neg,,3718.0,"Fatty Acid, Branched",Lipid,X - 16944
X - 16946,46517,,,"bilirubin degradation product, C16H18N2O5 (2)**",,,,317.11492999999996,,LC/MS Neg,,3240.0,Partially Characterized Molecules,Partially Characterized Molecules,X - 16946
X - 16964,46685,,,X - 16964,,,,174.05948,,LC/MS Neg,,3034.0,,,X - 16964
X - 17010,47993,,,X - 17010,,,,189.11359,,LC/MS Neg,,3178.0,,,X - 17010
X - 17145,46689,,,branched chain 14:0 dicarboxylic acid**,,,,257.1761,,LC/MS Neg,,3862.0,"Fatty Acid, Dicarboxylate",Lipid,X - 17145
X - 17146,46691,,,X - 17146,,,,375.18144,,LC/MS Neg,,4851.0,,,X - 17146
X - 17185,46490,,,4-vinylcatechol sulfate,,,,215.00198999999998,,LC/MS Neg,,3079.5,Benzoate Metabolism,Xenobiotics,candidate structure is phenol-related
X - 17325,46672,,,X - 17325,,,,184.09805,,LC/MS Neg,,2868.0,,,X - 17325
X - 17327,47000,,,glutamine of C7H12O2*,,,,255.13585,,LC/MS Neg,,3045.0,Partially Characterized Molecules,Partially Characterized Molecules,X - 17327
X - 17328,47818,,,X - 17328,,,,308.18507999999997,,LC/MS Pos Late,,910.0,,,X - 17328
X - 17335,47820,,,X - 17335,,,,248.16756,,LC/MS Pos Late,,1052.0,,,X - 17335
X - 17337,47821,,,undecenoylcarnitine (C11:1),,,,328.24762000000004,,LC/MS Pos Late,,1136.0,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",Lipid,X - 17337
X - 17340,47872,,,tetrahydrocortisone glucuronide (5),,,,539.2500200000001,,LC/MS Neg,,4697.0,Corticosteroids,Lipid,X - 17340
X - 17343,47995,,,X - 17343,,,,190.96594,,LC/MS Neg,,1326.0,,,X - 17343
X - 17348,46989,,,X - 17348,,,,247.08305,,LC/MS Neg,,2545.0,,,X - 17348
X - 17351,48001,,,X - 17351,,,,243.0779,,LC/MS Neg,,3390.0,,,X - 17351
X - 17353,48003,,,X - 17353,,,,507.20885999999996,,LC/MS Neg,,3430.0,,,X - 17353
X - 17354,47009,,,X - 17354,,,,473.14719,,LC/MS Neg,,3520.0,,,candidate structure is polyphenol related
X - 17357,48009,,,X - 17357,,,,541.26554,,LC/MS Neg,,4098.0,,,X - 17357
X - 17359,48011,,,cortolone glucuronide (1),,,,541.26594,,LC/MS Neg,,4606.0,Corticosteroids,Lipid,X - 17359
X - 17367,46994,,,X - 17367,,,,182.08289,,LC/MS Neg,,2710.0,,,X - 17367
X - 17438,46705,,,X - 17438,,,,245.13927999999999,,LC/MS Neg,,1950.0,,,X - 17438
X - 17469,46706,,,lithocholic acid sulfate (1),,,,227.11977000000002,,LC/MS Neg,,4840.0,,,X - 17469
X - 17612,48052,,,X - 17612,,,,567.31926,,LC/MS Neg,,4308.0,,,X - 17612
X - 17653,46707,,,X - 17653,,,,365.26944,,LC/MS Neg,,5128.0,,,X - 17653
X - 17654,46709,,,X - 17654,,,,365.26937999999996,,LC/MS Neg,,5200.0,,,X - 17654
X - 17655,48019,,,X - 17655,,,,421.06075999999996,,LC/MS Neg,,4169.0,,,X - 17655
X - 17673,48021,,,X - 17673,,,,148.97343999999998,,LC/MS Neg,,1294.0,,,X - 17673
X - 17676,46970,,,X - 17676,,,,167.04682,,LC/MS Neg,,1485.0,,,X - 17676
X - 17677,48022,,,maltol sulfate,,,,204.98154,,LC/MS Neg,,1544.0,Food Component/Plant,Xenobiotics,X - 17677
X - 17685,48025,,,X - 17685,,,,233.01287000000002,,LC/MS Neg,,2575.0,,,X - 17685
X - 17690,46710,,,X - 17690,,,,245.04861,,LC/MS Neg,,2904.0,,,X - 17690
X - 17704,48054,,,X - 17704,,,,489.27122,,LC/MS Neg,,4634.0,,,X - 17704
X - 17765,48055,,,X - 17765,,,,489.27115999999995,,LC/MS Neg,,4582.0,,,X - 17765
X - 18240,48041,,,X - 18240,,,,194.04617,,LC/MS Neg,,2030.0,,,X - 18240
X - 18249,46366,,,"3,5-dichloro-2,6-dihydroxybenzoic acid",,,,220.9419,,LC/MS Neg,,4404.1,Chemical,Xenobiotics,X - 18249
X - 18345,47342,,,X - 18345,,,,245.11447,,LC/MS Neg,,1400.0,,,X - 18345
X - 18606,48044,,,X - 18606,,,,429.17760999999996,,LC/MS Neg,,3934.0,,,X - 18606
X - 18779,46687,,,X - 18779,,,,209.04535,,LC/MS Neg,,1969.0,,,X - 18779
X - 18886,48047,,,X - 18886,,,,217.10846,,LC/MS Neg,,1870.0,,,X - 18886
X - 18887,47301,,,X - 18887,,,,328.15182000000004,,LC/MS Neg,,2229.0,,,X - 18887
X - 18899,47670,,,X - 18899,,,,337.14272,,LC/MS Neg,,3730.0,,,X - 18899
X - 18901,46690,,,X - 18901,,,,211.02472000000003,,LC/MS Neg,,3800.0,,,X - 18901
X - 18913,46695,,,X - 18913,,,,185.11815,,LC/MS Neg,,4538.0,,,X - 18913
X - 18914,46368,,,"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*",,,,266.88894,,LC/MS Neg,,4503.0,Chemical,Xenobiotics,X - 18914
X - 18921,47671,,,X - 18921,,,,193.12356,,LC/MS Neg,,4870.0,,,X - 18921
X - 18922,46700,,,X - 18922,,,,299.18613,,LC/MS Neg,,4928.0,,,X - 18922
X - 19141,46701,,,X - 19141,,,,415.19699999999995,,LC/MS Neg,,3705.0,,,X - 19141
X - 19183,47672,,,X - 19183,,,,230.04952000000003,,LC/MS Neg,,1665.0,,,X - 19183
X - 19434,48772,,,X - 19434,,,,583.3134,,LC/MS Neg,,4539.0,,,X - 19434
X - 19438,46261,,,X - 19438,,,,217.07207999999997,,LC/MS Neg,,1209.0,,,X - 19438
X - 19561,47561,,,X - 19561,,,,252.08775,,LC/MS Neg,,1859.0,,,X - 19561
X - 21258,46259,,,X - 21258,,,,213.02316000000002,,LC/MS Neg,,3915.0,,,X - 21258
X - 21285,46294,,,X - 21285,,,,365.14319,,LC/MS Neg,,4500.0,,,X - 21285
X - 21286,46295,,,X - 21286,,,,164.0355,,LC/MS Neg,,1550.0,,,candidate structure is pyridine related
X - 21295,46316,,,2-methoxyhydroquinone sulfate (1),,,,218.99704,,LC/MS Neg,,1526.0,Benzoate Metabolism,Xenobiotics,X - 21295
X - 21310,46354,,,X - 21310,,,,233.98458,,LC/MS Neg,,2235.0,,,X - 21310
X - 21312,46356,,,X - 21312,,,,243.03367999999998,,LC/MS Neg,,2757.7,,,X - 21312
X - 21319,46363,,,X - 21319,,,,165.09242,,LC/MS Neg,,4238.4,,,X - 21319
X - 21327,46371,,,X - 21327,,,,329.2341,,LC/MS Neg,,4814.0,,,X - 21327
X - 21339,46384,,,X - 21339,,,,453.32262000000003,,LC/MS Neg,,5105.0,,,X - 21339
X - 21341,46386,,,X - 21341,,,,366.90123,,LC/MS Neg,,5126.0,,,X - 21341
X - 21342,46387,,,X - 21342,,,,385.16642,,LC/MS Neg,,5149.0,,,X - 21342
X - 21353,46398,,,X - 21353,,,,239.1655,,LC/MS Neg,,5196.0,,,X - 21353
X - 21364,46409,,,X - 21364,,,,213.08646000000002,,LC/MS Neg,,3757.0,,,X - 21364
